country;continent;year;life_exp;pop;gdp_per_cap;Unnamed: 6;grupo
Czech Republic;Europe;1997.0;74.0;10300707.0;16048.0;5142.0;Alto
Czech Republic;Europe;2002.0;76.0;10256295.0;17596.0;2102.0;Alto
Czech Republic;Europe;2007.0;76.0;10228744.0;22833.0;3085.0;Alto
Denmark;Europe;1952.0;71.0;4334000.0;9692.0;3852.0;Alto
Denmark;Europe;1957.0;72.0;4487831.0;11099.0;6594.0;Alto
Denmark;Europe;1962.0;72.0;4646899.0;13583.0;3135.0;Alto
Denmark;Europe;1967.0;73.0;4838800.0;15937.0;2112.0;Alto
Denmark;Europe;1972.0;73.0;4991596.0;18866.0;2072.0;Alto
Denmark;Europe;1977.0;75.0;5088419.0;20422.0;9015.0;Alto
Denmark;Europe;1982.0;75.0;5117810.0;21688.0;405.0;Alto
Denmark;Europe;1987.0;75.0;5127024.0;25116.0;1758.0;Alto
Denmark;Europe;1992.0;75.0;5171393.0;26406.0;7399.0;Alto
Denmark;Europe;1997.0;76.0;5283663.0;29804.0;3457.0;Alto
Denmark;Europe;2002.0;77.0;5374693.0;32166.0;5001.0;Alto
Denmark;Europe;2007.0;78.0;5468120.0;35278.0;4187.0;Alto
Djibouti;Africa;1952.0;35.0;63149.0;2669.0;5295.0;Medio
Djibouti;Africa;1957.0;37.0;71851.0;2864.0;9691.0;Medio
Djibouti;Africa;1962.0;40.0;89898.0;3020.0;9893.0;Medio
Djibouti;Africa;1967.0;42.0;127617.0;3020.0;505.0;Medio
Djibouti;Africa;1972.0;44.0;178848.0;3694.0;2124.0;Medio
Djibouti;Africa;1977.0;47.0;228694.0;3081.0;7610.0;Medio
Djibouti;Africa;1982.0;49.0;305991.0;2879.0;4681.0;Medio
Djibouti;Africa;1987.0;50.0;311025.0;2880.0;1026.0;Medio
Djibouti;Africa;1992.0;52.0;384156.0;2377.0;1562.0;Medio
Djibouti;Africa;1997.0;53.0;417908.0;1895.0;170.0;Medio
Djibouti;Africa;2002.0;53.0;447416.0;1908.0;2609.0;Medio
Djibouti;Africa;2007.0;55.0;496374.0;2082.0;4816.0;Medio
Dominican Republic;Americas;1952.0;46.0;2491346.0;1397.0;7171.0;Bajo
Dominican Republic;Americas;1957.0;50.0;2923186.0;1544.0;4030.0;Bajo
Dominican Republic;Americas;1962.0;53.0;3453434.0;1662.0;1374.0;Medio
Dominican Republic;Americas;1967.0;57.0;4049146.0;1653.0;7230.0;Bajo
Dominican Republic;Americas;1972.0;60.0;4671329.0;2189.0;8745.0;Medio
Dominican Republic;Americas;1977.0;62.0;5302800.0;2681.0;9889.0;Medio
Dominican Republic;Americas;1982.0;64.0;5968349.0;2861.0;924.0;Medio
Dominican Republic;Americas;1987.0;66.0;6655297.0;2899.0;8422.0;Medio
Dominican Republic;Americas;1992.0;68.0;7351181.0;3044.0;2142.0;Medio
Dominican Republic;Americas;1997.0;70.0;7992357.0;3614.0;1013.0;Medio
Dominican Republic;Americas;2002.0;71.0;8650322.0;4563.0;8082.0;Medio
Dominican Republic;Americas;2007.0;72.0;9319622.0;6025.0;3748.0;Medio
Ecuador;Americas;1952.0;48.0;3548753.0;3522.0;1107.0;Medio
Ecuador;Americas;1957.0;51.0;4058385.0;3780.0;5467.0;Medio
Ecuador;Americas;1962.0;55.0;4681707.0;4086.0;1141.0;Medio
Ecuador;Americas;1967.0;57.0;5432424.0;4579.0;742.0;Medio
Ecuador;Americas;1972.0;59.0;6298651.0;5280.0;9947.0;Medio
Ecuador;Americas;1977.0;61.0;7278866.0;6679.0;6233.0;Medio
Ecuador;Americas;1982.0;64.0;8365850.0;7213.0;7913.0;Alto
Ecuador;Americas;1987.0;67.0;9545158.0;6481.0;7770.0;Medio
Ecuador;Americas;1992.0;70.0;10748394.0;7103.0;7026.0;Alto
Ecuador;Americas;1997.0;72.0;11911819.0;7429.0;4559.0;Alto
Ecuador;Americas;2002.0;74.0;12921234.0;5773.0;445.0;Medio
Ecuador;Americas;2007.0;75.0;13755680.0;6873.0;2623.0;Medio
Egypt;Africa;1952.0;42.0;22223309.0;1418.0;8224.0;Bajo
Egypt;Africa;1957.0;44.0;25009741.0;1458.0;9153.0;Bajo
Egypt;Africa;1962.0;47.0;28173309.0;1693.0;3359.0;Medio
Egypt;Africa;1967.0;49.0;31681188.0;1814.0;8807.0;Medio
Egypt;Africa;1972.0;51.0;34807417.0;2024.0;81.0;Medio
Egypt;Africa;1977.0;53.0;38783863.0;2785.0;4936.0;Medio
Egypt;Africa;1982.0;56.0;45681811.0;3503.0;7296.0;Medio
Egypt;Africa;1987.0;60.0;52799062.0;3885.0;4607.0;Medio
Egypt;Africa;1992.0;64.0;59402198.0;3794.0;7552.0;Medio
Egypt;Africa;1997.0;67.0;66134291.0;4173.0;1818.0;Medio
Egypt;Africa;2002.0;70.0;73312559.0;4754.0;6044.0;Medio
Egypt;Africa;2007.0;71.0;80264543.0;5581.0;1810.0;Medio
El Salvador;Americas;1952.0;45.0;2042865.0;3048.0;3029.0;Medio
El Salvador;Americas;1957.0;49.0;2355805.0;3421.0;5232.0;Medio
El Salvador;Americas;1962.0;52.0;2747687.0;3776.0;8036.0;Medio
El Salvador;Americas;1967.0;56.0;3232927.0;4358.0;5954.0;Medio
El Salvador;Americas;1972.0;58.0;3790903.0;4520.0;2460.0;Medio
El Salvador;Americas;1982.0;57.0;4474873.0;4098.0;3442.0;Medio
El Salvador;Americas;1987.0;63.0;4842194.0;4140.0;4421.0;Medio
El Salvador;Americas;1992.0;67.0;5274649.0;4444.0;2317.0;Medio
El Salvador;Americas;1997.0;70.0;5783439.0;5154.0;8255.0;Medio
El Salvador;Americas;2002.0;71.0;6353681.0;5351.0;5687.0;Medio
Equatorial Guinea;Africa;1972.0;41.0;277603.0;672.0;4123.0;Bajo
Equatorial Guinea;Africa;1977.0;42.0;192675.0;958.0;5668.0;Bajo
Equatorial Guinea;Africa;1982.0;44.0;285483.0;927.0;8253.0;Bajo
Equatorial Guinea;Africa;1987.0;46.0;341244.0;966.0;8968.0;Bajo
Equatorial Guinea;Africa;1992.0;48.0;387838.0;1132.0;550.0;Bajo
Equatorial Guinea;Africa;1997.0;48.0;439971.0;2814.0;4808.0;Medio
Equatorial Guinea;Africa;2002.0;49.0;495627.0;7703.0;4959.0;Alto
Equatorial Guinea;Africa;2007.0;52.0;551201.0;12154.0;898.0;Alto
Eritrea;Africa;1952.0;36.0;1438760.0;328.0;9406.0;Bajo
Eritrea;Africa;1957.0;38.0;1542611.0;344.0;1619.0;Bajo
Eritrea;Africa;1962.0;40.0;1666618.0;380.0;9958.0;Bajo
Eritrea;Africa;1967.0;42.0;1820319.0;468.0;7950.0;Bajo
Eritrea;Africa;1972.0;44.0;2260187.0;514.0;3242.0;Bajo
Eritrea;Africa;1977.0;45.0;2512642.0;505.0;7538.0;Bajo
Eritrea;Africa;1982.0;44.0;2637297.0;524.0;8758.0;Bajo
Eritrea;Africa;1987.0;46.0;2915959.0;521.0;1341.0;Bajo
Eritrea;Africa;1992.0;50.0;3668440.0;582.0;8585.0;Bajo
Eritrea;Africa;1997.0;53.0;4058319.0;913.0;4708.0;Bajo
Eritrea;Africa;2002.0;55.0;4414865.0;765.0;3500.0;Bajo
Eritrea;Africa;2007.0;58.0;4906585.0;641.0;3695.0;Bajo
Ethiopia;Africa;1952.0;34.0;20860941.0;362.0;1463.0;Bajo
Ethiopia;Africa;1957.0;37.0;22815614.0;378.0;9042.0;Bajo
Ethiopia;Africa;1962.0;40.0;25145372.0;419.0;4564.0;Bajo
Ethiopia;Africa;1967.0;42.0;27860297.0;516.0;1186.0;Bajo
Ethiopia;Africa;1972.0;44.0;30770372.0;566.0;2439.0;Bajo
Ethiopia;Africa;1977.0;45.0;34617799.0;556.0;8084.0;Bajo
Ethiopia;Africa;1987.0;47.0;42999530.0;573.0;7413.0;Bajo
Ethiopia;Africa;1992.0;48.0;52088559.0;421.0;3535.0;Bajo
Ethiopia;Africa;1997.0;49.0;59861301.0;515.0;8894.0;Bajo
Ethiopia;Africa;2002.0;51.0;67946797.0;530.0;535.0;Bajo
Ethiopia;Africa;2007.0;53.0;76511887.0;690.0;8056.0;Bajo
Finland;Europe;1952.0;67.0;4090500.0;6424.0;5191.0;Medio
Finland;Europe;1957.0;67.0;4324000.0;7545.0;4154.0;Alto
Finland;Europe;1962.0;69.0;4491443.0;9371.0;8426.0;Alto
Finland;Europe;1967.0;70.0;4605744.0;10921.0;6363.0;Alto
Finland;Europe;1972.0;71.0;4639657.0;14358.0;8759.0;Alto
Finland;Europe;1977.0;73.0;4738902.0;15605.0;4228.0;Alto
Finland;Europe;1982.0;75.0;4826933.0;18533.0;1576.0;Alto
Finland;Europe;1987.0;75.0;4931729.0;21141.0;122.0;Alto
Finland;Europe;1992.0;76.0;5041039.0;20647.0;1650.0;Alto
Finland;Europe;1997.0;77.0;5134406.0;23723.0;9502.0;Alto
Finland;Europe;2002.0;78.0;5193039.0;28204.0;5906.0;Alto
Finland;Europe;2007.0;79.0;5238460.0;33207.0;844.0;Alto
France;Europe;1952.0;67.0;42459667.0;7029.0;8093.0;Alto
France;Europe;1957.0;69.0;44310863.0;8662.0;8349.0;Alto
France;Europe;1962.0;71.0;47124000.0;10560.0;4855.0;Alto
France;Europe;1967.0;72.0;49569000.0;12999.0;9177.0;Alto
France;Europe;1972.0;72.0;51732000.0;16107.0;1917.0;Alto
France;Europe;1977.0;74.0;53165019.0;18292.0;6351.0;Alto
France;Europe;1982.0;75.0;54433565.0;20293.0;8975.0;Alto
France;Europe;1987.0;76.0;55630100.0;22066.0;4421.0;Alto
France;Europe;1992.0;77.0;57374179.0;24703.0;7962.0;Alto
France;Europe;1997.0;79.0;58623428.0;25889.0;7849.0;Alto
France;Europe;2002.0;80.0;59925035.0;28926.0;323.0;Alto
France;Europe;2007.0;81.0;61083916.0;30470.0;167.0;Alto
Gabon;Africa;1952.0;37.0;420702.0;4293.0;4765.0;Medio
Gabon;Africa;1957.0;39.0;434904.0;4976.0;1981.0;Medio
Gabon;Africa;1962.0;40.0;455661.0;6631.0;4592.0;Medio
Gabon;Africa;1967.0;45.0;489004.0;8358.0;7620.0;Alto
Gabon;Africa;1972.0;49.0;537977.0;11401.0;9484.0;Alto
Gabon;Africa;1977.0;53.0;706367.0;21745.0;5733.0;Alto
Gabon;Africa;1982.0;57.0;753874.0;15113.0;3619.0;Alto
Gabon;Africa;1987.0;60.0;880397.0;11864.0;4084.0;Alto
Gabon;Africa;1992.0;61.0;985739.0;13522.0;1575.0;Alto
Gabon;Africa;1997.0;60.0;1126189.0;14722.0;8419.0;Alto
Gabon;Africa;2002.0;57.0;1299304.0;12521.0;7139.0;Alto
Gabon;Africa;2007.0;57.0;1454867.0;13206.0;4845.0;Alto
Gambia;Africa;1952.0;30.0;284320.0;485.0;2307.0;Bajo
Gambia;Africa;1957.0;32.0;323150.0;520.0;9267.0;Bajo
Gambia;Africa;1962.0;34.0;374020.0;599.0;6503.0;Bajo
Gambia;Africa;1967.0;36.0;439593.0;734.0;7829.0;Bajo
Gambia;Africa;1972.0;38.0;517101.0;756.0;868.0;Bajo
Gambia;Africa;1977.0;42.0;608274.0;884.0;7553.0;Bajo
Gambia;Africa;1982.0;46.0;715523.0;835.0;8096.0;Bajo
Gambia;Africa;1987.0;49.0;848406.0;611.0;6589.0;Bajo
Gambia;Africa;1992.0;53.0;1025384.0;665.0;6244.0;Bajo
Gambia;Africa;1997.0;56.0;1235767.0;653.0;7302.0;Bajo
Gambia;Africa;2002.0;58.0;1457766.0;660.0;5856.0;Bajo
Gambia;Africa;2007.0;59.0;1688359.0;752.0;7497.0;Bajo
Germany;Europe;1952.0;68.0;69145952.0;7144.0;1144.0;Alto
Germany;Europe;1957.0;69.0;71019069.0;10187.0;8267.0;Alto
Germany;Europe;1962.0;70.0;73739117.0;12902.0;4629.0;Alto
Germany;Europe;1967.0;71.0;76368453.0;14745.0;6256.0;Alto
Germany;Europe;1972.0;71.0;78717088.0;18016.0;1803.0;Alto
Germany;Europe;1977.0;73.0;78160773.0;20512.0;9212.0;Alto
Germany;Europe;1982.0;74.0;78335266.0;22031.0;5327.0;Alto
Germany;Europe;1987.0;75.0;77718298.0;24639.0;1857.0;Alto
Germany;Europe;1992.0;76.0;80597764.0;26505.0;3032.0;Alto
Germany;Europe;1997.0;77.0;82011073.0;27788.0;8842.0;Alto
Germany;Europe;2002.0;79.0;82350671.0;30035.0;8020.0;Alto
Germany;Europe;2007.0;79.0;82400996.0;32170.0;3744.0;Alto
Ghana;Africa;1952.0;43.0;5581001.0;911.0;2989.0;Bajo
Ghana;Africa;1957.0;45.0;6391288.0;1043.0;5615.0;Bajo
Ghana;Africa;1962.0;46.0;7355248.0;1190.0;411.0;Bajo
Ghana;Africa;1967.0;48.0;8490213.0;1125.0;6972.0;Bajo
Ghana;Africa;1972.0;50.0;9354120.0;1178.0;2237.0;Bajo
Ghana;Africa;1977.0;52.0;10538093.0;993.0;2240.0;Bajo
Ghana;Africa;1982.0;54.0;11400338.0;876.0;326.0;Bajo
Ghana;Africa;1987.0;56.0;14168101.0;847.0;61.0;Bajo
Ghana;Africa;1992.0;58.0;16278738.0;925.0;602.0;Bajo
Ghana;Africa;1997.0;59.0;18418288.0;1005.0;2458.0;Bajo
Ghana;Africa;2002.0;58.0;20550751.0;1111.0;9846.0;Bajo
Ghana;Africa;2007.0;60.0;22873338.0;1327.0;6089.0;Bajo
Greece;Europe;1952.0;66.0;7733250.0;3530.0;6901.0;Medio
Greece;Europe;1957.0;68.0;8096218.0;4916.0;2999.0;Medio
Greece;Europe;1962.0;70.0;8448233.0;6017.0;1907.0;Medio
Greece;Europe;1967.0;71.0;8716441.0;8513.0;970.0;Alto
Greece;Europe;1972.0;72.0;8888628.0;12724.0;8296.0;Alto
Greece;Europe;1977.0;74.0;9308479.0;14195.0;5243.0;Alto
Greece;Europe;1982.0;75.0;9786480.0;15268.0;4209.0;Alto
Greece;Europe;1987.0;77.0;9974490.0;16120.0;5284.0;Alto
Greece;Europe;1992.0;77.0;10325429.0;17541.0;4963.0;Alto
Greece;Europe;1997.0;78.0;10502372.0;18747.0;6981.0;Alto
Greece;Europe;2002.0;78.0;10603863.0;22514.0;2548.0;Alto
Greece;Europe;2007.0;79.0;10706290.0;27538.0;4119.0;Alto
Guatemala;Americas;1952.0;42.0;3146381.0;2428.0;2378.0;Medio
Guatemala;Americas;1957.0;44.0;3640876.0;2617.0;1560.0;Medio
Guatemala;Americas;1962.0;47.0;4208858.0;2750.0;3644.0;Medio
Guatemala;Americas;1967.0;50.0;4690773.0;3242.0;5311.0;Medio
Guatemala;Americas;1972.0;54.0;5149581.0;4031.0;4083.0;Medio
Guatemala;Americas;1977.0;56.0;5703430.0;4879.0;9927.0;Medio
Guatemala;Americas;1982.0;58.0;6395630.0;4820.0;4948.0;Medio
Guatemala;Americas;1987.0;61.0;7326406.0;4246.0;4860.0;Medio
Guatemala;Americas;1992.0;63.0;8486949.0;4439.0;4508.0;Medio
Guatemala;Americas;1997.0;66.0;9803875.0;4684.0;3138.0;Medio
Guatemala;Americas;2002.0;69.0;11178650.0;4858.0;3475.0;Medio
Guatemala;Americas;2007.0;70.0;12572928.0;5186.0;500.0;Medio
Guinea;Africa;1952.0;34.0;2664249.0;510.0;1965.0;Bajo
Guinea;Africa;1957.0;35.0;2876726.0;576.0;2670.0;Bajo
Guinea;Africa;1962.0;36.0;3140003.0;686.0;3737.0;Bajo
Guinea;Africa;1967.0;37.0;3451418.0;708.0;7595.0;Bajo
Guinea;Africa;1972.0;39.0;3811387.0;741.0;6662.0;Bajo
Guinea;Africa;1977.0;41.0;4227026.0;874.0;6859.0;Bajo
Guinea;Africa;1982.0;43.0;4710497.0;857.0;2504.0;Bajo
Guinea;Africa;1987.0;46.0;5650262.0;805.0;5725.0;Bajo
Guinea;Africa;1992.0;49.0;6990574.0;794.0;3484.0;Bajo
Guinea;Africa;1997.0;51.0;8048834.0;869.0;4498.0;Bajo
Guinea;Africa;2002.0;54.0;8807818.0;945.0;5836.0;Bajo
Guinea;Africa;2007.0;56.0;9947814.0;942.0;6542.0;Bajo
Guinea-Bissau;Africa;1952.0;33.0;580653.0;299.0;8503.0;Bajo
Guinea-Bissau;Africa;1957.0;33.0;601095.0;431.0;7905.0;Bajo
Guinea-Bissau;Africa;1962.0;34.0;627820.0;522.0;344.0;Bajo
Guinea-Bissau;Africa;1967.0;35.0;601287.0;715.0;5806.0;Bajo
Guinea-Bissau;Africa;1972.0;36.0;625361.0;820.0;2246.0;Bajo
Guinea-Bissau;Africa;1977.0;37.0;745228.0;764.0;7260.0;Bajo
Guinea-Bissau;Africa;1982.0;39.0;825987.0;838.0;1240.0;Bajo
Guinea-Bissau;Africa;1987.0;41.0;927524.0;736.0;4154.0;Bajo
Guinea-Bissau;Africa;1992.0;43.0;1050938.0;745.0;5399.0;Bajo
Guinea-Bissau;Africa;1997.0;45.0;1193708.0;796.0;6645.0;Bajo
Guinea-Bissau;Africa;2002.0;46.0;1332459.0;575.0;7047.0;Bajo
Guinea-Bissau;Africa;2007.0;46.0;1472041.0;579.0;2317.0;Bajo
Haiti;Americas;1952.0;38.0;3201488.0;1840.0;3669.0;Medio
Haiti;Americas;1957.0;41.0;3507701.0;1726.0;8879.0;Medio
Haiti;Americas;1962.0;44.0;3880130.0;1796.0;5890.0;Medio
Haiti;Americas;1967.0;46.0;4318137.0;1452.0;577.0;Bajo
Haiti;Americas;1972.0;48.0;4698301.0;1654.0;4569.0;Bajo
Haiti;Americas;1977.0;50.0;4908554.0;1874.0;2989.0;Medio
Haiti;Americas;1982.0;51.0;5198399.0;2011.0;1595.0;Medio
Haiti;Americas;1987.0;54.0;5756203.0;1823.0;160.0;Medio
Haiti;Americas;1992.0;55.0;6326682.0;1456.0;3095.0;Bajo
Haiti;Americas;1997.0;57.0;6913545.0;1341.0;7269.0;Bajo
Haiti;Americas;2002.0;58.0;7607651.0;1270.0;3649.0;Bajo
Haiti;Americas;2007.0;61.0;8502814.0;1201.0;6372.0;Bajo
Honduras;Americas;1952.0;42.0;1517453.0;2194.0;9262.0;Medio
Honduras;Americas;1957.0;45.0;1770390.0;2220.0;4877.0;Medio
Honduras;Americas;1962.0;48.0;2090162.0;2291.0;1568.0;Medio
Honduras;Americas;1967.0;51.0;2500689.0;2538.0;2694.0;Medio
Honduras;Americas;1972.0;54.0;2965146.0;2529.0;8423.0;Medio
Honduras;Americas;1977.0;57.0;3055235.0;3203.0;2081.0;Medio
Honduras;Americas;1982.0;61.0;3669448.0;3121.0;7608.0;Medio
Honduras;Americas;1987.0;64.0;4372203.0;3023.0;967.0;Medio
Honduras;Americas;1992.0;66.0;5077347.0;3081.0;6946.0;Medio
Honduras;Americas;1997.0;68.0;5867957.0;3160.0;4549.0;Medio
Honduras;Americas;2002.0;69.0;6677328.0;3099.0;7287.0;Medio
Honduras;Americas;2007.0;70.0;7483763.0;3548.0;3308.0;Medio
Hungary;Europe;1952.0;64.0;9504000.0;5263.0;6738.0;Medio
Hungary;Europe;1957.0;66.0;9839000.0;6040.0;1800.0;Medio
Hungary;Europe;1962.0;68.0;10063000.0;7550.0;3599.0;Alto
Hungary;Europe;1967.0;70.0;10223422.0;9326.0;6447.0;Alto
Hungary;Europe;1972.0;70.0;10394091.0;10168.0;6561.0;Alto
Hungary;Europe;1977.0;70.0;10637171.0;11674.0;8374.0;Alto
Hungary;Europe;1982.0;69.0;10705535.0;12545.0;9907.0;Alto
Hungary;Europe;1987.0;70.0;10612740.0;12986.0;4800.0;Alto
Hungary;Europe;1992.0;69.0;10348684.0;10535.0;6286.0;Alto
Hungary;Europe;1997.0;71.0;10244684.0;11712.0;7768.0;Alto
Hungary;Europe;2002.0;73.0;10083313.0;14843.0;9356.0;Alto
Hungary;Europe;2007.0;73.0;9956108.0;18008.0;9444.0;Alto
Iceland;Europe;1952.0;72.0;147962.0;7267.0;6884.0;Alto
Iceland;Europe;1957.0;73.0;165110.0;9244.0;14.0;Alto
Iceland;Europe;1962.0;74.0;182053.0;10350.0;1591.0;Alto
Iceland;Europe;1967.0;74.0;198676.0;13319.0;8957.0;Alto
Iceland;Europe;1972.0;74.0;209275.0;15798.0;636.0;Alto
Iceland;Europe;1977.0;76.0;221823.0;19654.0;9625.0;Alto
Iceland;Europe;1982.0;77.0;233997.0;23269.0;6075.0;Alto
Iceland;Europe;1987.0;77.0;244676.0;26923.0;2063.0;Alto
Iceland;Europe;1992.0;79.0;259012.0;25144.0;3920.0;Alto
Iceland;Europe;1997.0;79.0;271192.0;28061.0;997.0;Alto
Iceland;Europe;2002.0;81.0;288030.0;31163.0;2020.0;Alto
Iceland;Europe;2007.0;82.0;301931.0;36180.0;7892.0;Alto
India;Asia;1952.0;37.0;372000000.0;546.0;5657.0;Bajo
India;Asia;1957.0;40.0;409000000.0;590.0;620.0;Bajo
India;Asia;1962.0;44.0;454000000.0;658.0;3472.0;Bajo
India;Asia;1967.0;47.0;506000000.0;700.0;7706.0;Bajo
India;Asia;1972.0;51.0;567000000.0;724.0;325.0;Bajo
India;Asia;1977.0;54.0;634000000.0;813.0;3373.0;Bajo
India;Asia;1982.0;57.0;708000000.0;855.0;7235.0;Bajo
India;Asia;1987.0;59.0;788000000.0;976.0;5127.0;Bajo
India;Asia;1992.0;60.0;872000000.0;1164.0;4068.0;Bajo
India;Asia;1997.0;62.0;959000000.0;1458.0;8174.0;Bajo
India;Asia;2002.0;63.0;1034172547.0;1746.0;7695.0;Medio
India;Asia;2007.0;65.0;1110396331.0;2452.0;2104.0;Medio
Indonesia;Asia;1952.0;37.0;82052000.0;749.0;6817.0;Bajo
Indonesia;Asia;1957.0;40.0;90124000.0;858.0;9003.0;Bajo
Indonesia;Asia;1962.0;43.0;99028000.0;849.0;2898.0;Bajo
Indonesia;Asia;1967.0;46.0;109343000.0;762.0;4318.0;Bajo
Indonesia;Asia;1972.0;49.0;121282000.0;1111.0;1079.0;Bajo
Indonesia;Asia;1977.0;53.0;136725000.0;1382.0;7021.0;Bajo
Indonesia;Asia;1982.0;56.0;153343000.0;1516.0;8730.0;Bajo
Indonesia;Asia;1987.0;60.0;169276000.0;1748.0;3570.0;Medio
Indonesia;Asia;1992.0;63.0;184816000.0;2383.0;1409.0;Medio
Indonesia;Asia;1997.0;66.0;199278000.0;3119.0;3356.0;Medio
Indonesia;Asia;2002.0;69.0;211060000.0;2873.0;9129.0;Medio
Indonesia;Asia;2007.0;71.0;223547000.0;3540.0;6516.0;Medio
Iran;Asia;1952.0;45.0;17272000.0;3035.0;3260.0;Medio
Iran;Asia;1957.0;47.0;19792000.0;3290.0;2576.0;Medio
Iran;Asia;1962.0;49.0;22874000.0;4187.0;3298.0;Medio
Iran;Asia;1967.0;52.0;26538000.0;5906.0;7318.0;Medio
Iran;Asia;1972.0;55.0;30614000.0;9613.0;8186.0;Alto
Iran;Asia;1977.0;58.0;35480679.0;11888.0;5951.0;Alto
Iran;Asia;1982.0;60.0;43072751.0;7608.0;3346.0;Alto
Iran;Asia;1987.0;63.0;51889696.0;6642.0;8814.0;Medio
Iran;Asia;1992.0;66.0;60397973.0;7235.0;6532.0;Alto
Iran;Asia;1997.0;68.0;63327987.0;8263.0;5903.0;Alto
Iran;Asia;2002.0;69.0;66907826.0;9240.0;7620.0;Alto
Iran;Asia;2007.0;71.0;69453570.0;11605.0;7145.0;Alto
Iraq;Asia;1952.0;45.0;5441766.0;4129.0;7661.0;Medio
Iraq;Asia;1957.0;48.0;6248643.0;6229.0;3336.0;Medio
Iraq;Asia;1962.0;51.0;7240260.0;8341.0;7378.0;Alto
Iraq;Asia;1967.0;54.0;8519282.0;8931.0;4598.0;Alto
Iraq;Asia;1972.0;57.0;10061506.0;9576.0;376.0;Alto
Iraq;Asia;1977.0;60.0;11882916.0;14688.0;2351.0;Alto
Iraq;Asia;1982.0;62.0;14173318.0;14517.0;9071.0;Alto
Iraq;Asia;1987.0;65.0;16543189.0;11643.0;5727.0;Alto
Iraq;Asia;1992.0;59.0;17861905.0;3745.0;6407.0;Medio
Iraq;Asia;1997.0;59.0;20775703.0;3076.0;2398.0;Medio
Iraq;Asia;2002.0;57.0;24001816.0;4390.0;7173.0;Medio
Iraq;Asia;2007.0;60.0;27499638.0;4471.0;619.0;Medio
Ireland;Europe;1952.0;67.0;2952156.0;5210.0;2803.0;Medio
Ireland;Europe;1957.0;69.0;2878220.0;5599.0;779.0;Medio
Ireland;Europe;1962.0;70.0;2830000.0;6631.0;5973.0;Medio
Ireland;Europe;1967.0;71.0;2900100.0;7655.0;5690.0;Alto
Ireland;Europe;1972.0;71.0;3024400.0;9530.0;7729.0;Alto
Ireland;Europe;1977.0;72.0;3271900.0;11150.0;9811.0;Alto
Ireland;Europe;1982.0;73.0;3480000.0;12618.0;3214.0;Alto
Ireland;Europe;1987.0;74.0;3539900.0;13872.0;8665.0;Alto
Ireland;Europe;1992.0;75.0;3557761.0;17558.0;8156.0;Alto
Ireland;Europe;1997.0;76.0;3667233.0;24521.0;9471.0;Alto
Ireland;Europe;2002.0;78.0;3879155.0;34077.0;494.0;Alto
Ireland;Europe;2007.0;79.0;4109086.0;40675.0;9964.0;Alto
Israel;Asia;1952.0;65.0;1620914.0;4086.0;5221.0;Medio
Israel;Asia;1957.0;68.0;1944401.0;5385.0;2785.0;Medio
Israel;Asia;1962.0;69.0;2310904.0;7105.0;6307.0;Alto
Israel;Asia;1967.0;71.0;2693585.0;8393.0;7414.0;Alto
Israel;Asia;1972.0;72.0;3095893.0;12786.0;9322.0;Alto
Israel;Asia;1977.0;73.0;3495918.0;13306.0;6192.0;Alto
Israel;Asia;1982.0;74.0;3858421.0;15367.0;292.0;Alto
Israel;Asia;1987.0;76.0;4203148.0;17122.0;4799.0;Alto
Israel;Asia;1992.0;77.0;4936550.0;18051.0;5225.0;Alto
Israel;Asia;1997.0;78.0;5531387.0;20896.0;6092.0;Alto
Israel;Asia;2002.0;80.0;6029529.0;21905.0;5951.0;Alto
Israel;Asia;2007.0;81.0;6426679.0;25523.0;2771.0;Alto
Italy;Europe;1952.0;66.0;47666000.0;4931.0;4042.0;Medio
Italy;Europe;1957.0;68.0;49182000.0;6248.0;6562.0;Medio
Italy;Europe;1962.0;69.0;50843200.0;8243.0;5823.0;Alto
Italy;Europe;1967.0;71.0;52667100.0;10022.0;4013.0;Alto
Italy;Europe;1972.0;72.0;54365564.0;12269.0;2738.0;Alto
Italy;Europe;1977.0;73.0;56059245.0;14255.0;9848.0;Alto
Italy;Europe;1982.0;75.0;56535636.0;16537.0;4835.0;Alto
Italy;Europe;1987.0;76.0;56729703.0;19207.0;2348.0;Alto
Italy;Europe;1992.0;77.0;56840847.0;22013.0;6449.0;Alto
Italy;Europe;1997.0;79.0;57479469.0;24675.0;245.0;Alto
Italy;Europe;2002.0;80.0;57926999.0;27968.0;982.0;Alto
Italy;Europe;2007.0;81.0;58147733.0;28569.0;7197.0;Alto
Jamaica;Americas;1952.0;59.0;1426095.0;2898.0;5309.0;Medio
Jamaica;Americas;1957.0;63.0;1535090.0;4756.0;5258.0;Medio
Jamaica;Americas;1962.0;66.0;1665128.0;5246.0;1075.0;Medio
Jamaica;Americas;1967.0;68.0;1861096.0;6124.0;7035.0;Medio
Jamaica;Americas;1972.0;69.0;1997616.0;7433.0;8893.0;Alto
Jamaica;Americas;1977.0;70.0;2156814.0;6650.0;1956.0;Medio
Jamaica;Americas;1982.0;71.0;2298309.0;6068.0;514.0;Medio
Jamaica;Americas;1987.0;72.0;2326606.0;6351.0;2375.0;Medio
Jamaica;Americas;1992.0;72.0;2378618.0;7404.0;9237.0;Alto
Jamaica;Americas;1997.0;72.0;2531311.0;7121.0;9247.0;Alto
